response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Single,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"medicines_supplies, equipment_space",Nothing,Availability of services,Nothing,Drugs,Infrastructure,Nothing,,,,,
212.0,Mental health survey,Mental health and community support,2023-01-31 10:15:32,2023-01,Kisii,Kisii Central,,Unknown,Unknown,Prefer not to answer,18 to 30,Unknown,Unknown,General Population,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-0.2023,Negative,"equipment_space, counseling_mental_health",Suicide,,,,,,,Suicide,Providing safe spaces,Reaching the mental health cases,specify information
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,25-34,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,More nurses,Reduced waiting time,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Kisii,Gucha,NEPHAK,BIBIRIONI DISP,Unknown,Female,18 to 30,Unknown,Unknown,Peer Monitor/ Educator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,No,Yes,Yes,-0.1027,Mixed / Neutral,"staff_attitude, medicines_supplies, equipment_space",Lack of enough drugs,Staffs are friendly,Lack of enough drugs,"Provision of more drugs, provision of laboratory services",Stocking of enough drugs,Lack of laboratory services,The county government should provide enough drugs and equipment,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,University/College,Married,Peer Monitor/ Educator,Satisfied,No,No,Yes,Yes,Yes,Yes,0.3182,Positive,"wait_time, medicines_supplies",Lack of enough essential drugs,The services are well provided,Lack of enough essential drugs,Provision of enough drugs,The county government should provide drugs for efficiency,Long waiting time especially from 2:00 pm,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Secondary school,Single,Peer Monitor/ Educator,Very satisfied,Yes,No,Yes,Yes,Yes,No,-0.3774,Negative,"staff_attitude, wait_time, equipment_space",Sometimes long waiting time,The staffs are very concerned,Sometimes long waiting time,Laboratory services,Provision of more equipment,"Lack of laboratory services,",,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Vocational training or technician,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,No,Yes,Yes,-0.1027,Mixed / Neutral,"staff_attitude, equipment_space",Lack of laboratory,Staffs are friendly,Lack of laboratory,Laboratory services,Infrastructure,Lack of laboratory services,The government should provide enough equipment for laboratory services and others,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,Suba North,LARCOD,Unknown,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,No,0.4404,Positive,"staff_attitude, equipment_space",Nothing,The staffs have good communication skills,Nothing,Laboratory,Equipment and more staffs,,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Nyawango Dispensary,GOK,Female,35-44,Primary school,Widowed,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.9096,Positive,"medicines_supplies, equipment_space",Since the start of ART I have had no problem,The medicines are helping me out,Since the start of ART I have had no problem,The medicines and equipments,The MoH to provide all the requirements,The teachings they provide is so good,Help us with some incentives,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Nyawango Dispensary,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.8163,Positive,"staff_attitude, medicines_supplies, equipment_space",No problem,The medicines are so helpful to my life,No problem,The medicines and equipments,The MoH to ensure adequacy of required equipments,The educative nature of service providers,The ministry to give us any assistance,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,45-54,Secondary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.3798,Positive,"wait_time, medicines_supplies, food_transport_support",None,Wonderful,None,Drugs like paracetamol and septrine to be added more,Nothing,Fast,To provide poridge flour and peanuts to the clients,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,35-44,Primary school,Married,Unknown,Very satisfied,No,Not sure,Yes,Yes,Yes,Yes,0.5842,Positive,food_transport_support,Nothing,Good,Nothing,Wards,Refuse to answer,Won't take long in the facility,Food,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,25-34,Primary school,Married,Unknown,Very satisfied,No,Not sure,Yes,Yes,Yes,Yes,0.4404,Positive,"wait_time, medicines_supplies",Nothing,Good,Nothing,Drugs,None,Fast,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Male,65+,Secondary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6369,Positive,"staff_attitude, wait_time",None,Services are good,None,To renovate waiting bay,Increase staffs,Fast,To provide some fruits for the clients,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,25-34,Vocational training or technician,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.8261,Positive,"staff_attitude, wait_time, medicines_supplies",Nothing,Good,Nothing,Supply more drugs,Increase the number of staffs,Good and fast,Seminars to be organised,,,,
238.0,CLM Feedback,Facility service experience,2023-01-31,2023-01,Homa Bay,,LARCOD,Othoro Health Centre (Rachuonyo),GOK,Female,18-24,Primary school,Single,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6865,Positive,"staff_attitude, medicines_supplies, food_transport_support",None,Good,None,Drugs to be supplied enough,To add more staffs,Very supportive,None,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Kiasa Dispensary,FBO,Female,35-44,Nursery/Pre-school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.8189,Positive,staff_attitude,Staff offer her good service,Nothing,Staff offer her good service,Nothing,Nothing,"Good service, well handled, encouraged",He has seen everything going good,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Kiasa Dispensary,FBO,Female,25-34,Nursery/Pre-school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.1265,Mixed / Neutral,,Nothing,Her health situation is good,Nothing,Nothing,None,Everything is good,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Nursery/Pre-school,Decline to answer,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.571,Positive,"staff_attitude, medicines_supplies, equipment_space, counseling_mental_health",Nothing to mention,I was nicely talked to by the nurse,Nothing to mention,Improve the. Facility infrastructure,when required to,"Counseling, drugs avay and friendly staff",I will always come for drugs here,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Primary school,Widowed,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7964,Positive,"staff_attitude, medicines_supplies, confidentiality_stigma",Nothing to mention,I got drugs,Nothing to mention,Drugs is all that matters to me,Having all our requirements,"Well treated, friendly staff and confidentiality",I appreciate the services,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Secondary school,Single,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5096,Positive,"wait_time, medicines_supplies, equipment_space, confidentiality_stigma",Nothing to mention,Confidentiality,Nothing to mention,Improve the infastructure in the facility,Improve the opening time for the clinic,"Drugs availability, fast service and confidentiality",I am satisfied,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Primary school,Married,Peer Monitor/ Educator,Very satisfied,No,Other,Yes,Yes,Yes,Yes,0.9655,Positive,"medicines_supplies, equipment_space, counseling_mental_health",So far I am satisfied,That I was counseled,So far I am satisfied,I am not sure about equipments but I would wish for better,Having better equipments,"Counseling, nice treatment and drugs available",I'm grateful for the services,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub-Couty Hospital,GOK,Female,18-24,Decline to answer,Decline to answer,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.4767,Positive,,Nothing,It was effective,Nothing,Nothing,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Primary school,Decline to answer,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8807,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space",All was well,I was well treated,All was well,The availability of drugs is a priority,Having more staff than there is currently,"Well treated, friendly and fast service",Appreciate having the facility around,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,45-54,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.5181,Positive,,Nothing,Good service delivery,Nothing,Nothing,Nothing,No charges for HIV services,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.5493,Positive,,Nothing,It was cheap and effective,Nothing,Nothing,Nothing,No charges at all,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Vocational training or technician,Separated,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Other,0.0,Mixed / Neutral,access_cost,Nothing,Affordable,Nothing,Nothing,Do not know,Nothing,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.4767,Positive,access_cost,Nothing,Affordable and effective,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Nursery/Pre-school,Single,Unknown,Satisfied,No,Yes,Yes,No,Yes,No,0.5256,Positive,,Nothing,It was very effective,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Adolescent Girl/Boy,25-34,Nursery/Pre-school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,access_cost,Nothing,Affordable and reliable,Nothing,Nothing,Do not know,Nothing,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.1143,Mixed / Neutral,access_cost,Nothing,Affordable cost,Nothing,Nothing,Nothing,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.5106,Positive,,Nothing,It was free,Nothing,Nothing,Do not know,Nothing,Nothing,,,,
238.0,CLM Feedback,Facility service experience,1992-06-18,1992-06,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,Under 18,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4015,Positive,,Nothing,The service was free,Nothing,Nothing,Do not know,No charges for HIV services,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.5641,Positive,"staff_attitude, access_cost",Nothing,Cost friendly,Nothing,Nothing,Nothing,No charges for HTS,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,-0.1537,Mixed / Neutral,access_cost,Nothing,Affordable and reliable,Nothing,Nothing,Do not know,No charges for HTS,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Nursery/Pre-school,Divorced,Unknown,Satisfied,No,Not sure,Yes,Yes,Yes,No,0.6905,Positive,,Nothing,It was effective,Nothing,Nothing,Do not know,No charges for care and treatment services,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4767,Positive,access_cost,Nothing,Cost effective,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,No,No,0.5784,Positive,,Nothing,It was free of charge,Nothing,Nothing,Nothing,No charges for the services,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,MBITA HEALTH CENTRE,GOK,Female,25-34,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, wait_time, confidentiality_stigma, access_cost",Long waiting time,Affordability,Long waiting time,Reduced waiting time,Additional of staff,Confidentiality affordability and accessibility,,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Secondary school,Separated,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.5106,Positive,,Nothing,Free and affective,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Single,Unknown,Satisfied,No,No,Yes,No,Yes,Yes,0.4767,Positive,,Nothing,It was effective,Nothing,Nothing,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Ngegu Dispensary,GOK,Male,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.8378,Positive,staff_attitude,None,Talking how staffs do talk to us,None,None,No idea,Professional staffs good,Am happy and grateful for finding time to communicate to us,,,,
238.0,CLM Feedback,Facility service experience,2023-01-27,2023-01,Homa Bay,Rachuonyo North,LARCOD,ADIEDO H C,GOK,Male,31 to 55,Secondary school,Single,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.9294,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space, confidentiality_stigma",A bit of waiting but not a big deal,I liked the availability of drugs,A bit of waiting but not a big deal,Opening time need to improve,Having more than the current available staff,"Friendly staff, confidentiality and professionalism",It is nice to have the facility around,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Other,0.0,Mixed / Neutral,equipment_space,Nothing,Readily available,Nothing,Nothing,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Ngegu Dispensary,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.8822,Positive,"staff_attitude, wait_time",None,No delay time management very good,None,None,I think provision of insurance cover such as NHIF,Good service friendly staffs,None,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Polygamous,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,access_cost,Nothing,Affordable,Nothing,Nothing,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-01-30,2023-01,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,25-34,Primary school,Married,Unknown,Do not know,Yes,Yes,Yes,Yes,Yes,Yes,-0.3724,Negative,,The service was not effective,Nothing,The service was not effective,Addition of specialists,Outreaches in our various communities,Nothing,Nothing,,,,
